movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female
248,18339750,de,7.69224,2004-09-08,156,Large,92180910,0,1,1,1,21,2004,9,1,8,-37667937,0,7,3,0,0,1,0,0,21,3,1,0,0,1,1,0,1,1,1,0,0,96105964,NULL,NULL,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,6,9,5,3,2,2,14,8,2,4,0,0,0,0,0,0,0,0,1,0,0
249,102000000,en,9.646208,2001-06-07,99,Medium,147080413,1,0,1,1,9,2001,6,0,7,74205073,0,5,2,1,0,0,0,0,9,17,7,2,2,14,5,0,0,1,1,1,0,296000000,NULL,23042200,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
250,7920000,en,11.162277,1978-10-06,140,Large,14560084,1,0,1,1,4,1978,10,1,6,-28659422,0,2,1,1,1,0,0,0,4,6,2,2,1,0,0,0,0,0,1,0,1,60000000,33395426,NULL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1
251,12560000,fr,4.052991,2001-02-07,105,Medium,42700000,0,0,1,0,0,2001,2,0,7,-15309317,0,5,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,29456000,29456000,NULL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
252,98000000,en,7.284477,1995-12-22,119,Large,10017322,1,0,1,1,6,1995,12,1,22,32322910,0,4,4,1,0,0,0,0,6,7,2,7,2,7,5,1,0,0,0,1,1,73326666,21486757,37000000,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,6,0,1,4,1,0,0,0,0,0,0,1,0,0,0
253,8500000,en,6.57613,2004-02-27,104,Medium,5001655,1,0,1,1,5,2004,2,0,27,-15309317,0,3,1,1,0,0,0,0,5,1,1,1,1,1,1,0,0,0,1,1,1,18492362,18492362,18492362,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19,9,4,4,3,14,14,4,6,0,0,0,2,1,0,0,1,0,0,0
254,0,ru,0.241287,2012-11-29,95,Medium,30292,0,0,1,0,2,2012,11,0,29,31944703,0,NULL,1,0,0,1,0,0,2,0,0,1,0,0,0,NULL,1,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,11178,en,0.079287,2012-09-05,104,Medium,34659,1,0,1,1,2,2012,9,1,5,-37667937,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,NULL,NULL,NULL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
256,9500000,en,5.847166,2013-09-06,88,Short,7800000,1,0,1,1,6,2013,9,1,6,-37667937,0,2,1,1,0,0,0,0,6,22,12,13,6,0,0,0,1,0,1,0,1,231411584,194168700,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
257,55000000,en,10.758754,2015-09-10,121,Large,203427584,1,1,1,1,11,2015,9,1,10,-37667937,0,6,3,1,0,0,0,0,11,14,11,17,6,21,8,0,0,0,1,1,1,214104620,147332697,1405403694,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,15,3,5,4,18,14,25,2,0,0,0,0,0,0,0,1,0,0,0
258,1000000,en,1.157582,1956-11-15,89,Short,9000000,1,0,1,1,1,1956,11,0,15,31944703,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,NULL,122700000,NULL,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,4,1,0,3,2,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0
259,0,ja,10.686166,1995-11-18,83,Short,2287714,0,0,1,1,11,1995,11,0,18,31944703,1,3,1,0,0,0,0,1,11,0,0,1,0,1,0,1,0,0,0,1,0,NULL,NULL,3301446,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,1,5,0,9,2,5,3,0,0,0,0,0,0,0,0,0,0,0
260,24554,en,0.154526,1998-09-12,95,Medium,140021,1,0,1,1,0,1998,9,1,12,-37667937,0,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14683921,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,en,0.871303,1988-09-02,99,Medium,187349,1,0,1,0,0,1988,9,1,2,-37667937,0,1,1,1,0,0,0,0,0,11,1,1,1,1,1,0,1,1,1,0,0,100489151,1700000,NULL,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,0,5,1,0,1,0,0,0,0,0,1,0,1,0,0,0
262,50000000,en,11.511424,2006-04-28,99,Medium,87528173,1,0,1,1,10,2006,4,0,28,-28405871,0,6,3,1,0,0,0,0,10,28,5,2,2,1,1,0,1,0,1,0,0,262797249,171963386,NULL,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
263,0,ja,6.972723,2010-12-11,133,Large,17636261,0,1,1,0,4,2010,12,1,11,32322910,0,7,1,0,0,0,0,1,4,2,2,0,0,0,0,0,1,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,11,1,0,2,1,0,0,0,0,0,0,0,0,0,0
264,10000000,en,2.849779,1987-11-12,99,Medium,14000,1,1,1,1,6,1987,11,0,12,31944703,0,2,1,1,0,0,0,0,6,3,2,1,1,0,0,1,0,1,0,1,0,8362969,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,1,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
265,0,en,2.799447,2004-05-14,108,Medium,143597,1,1,1,0,3,2004,5,0,14,21757736,0,NULL,1,1,0,0,0,0,3,2,2,4,4,0,0,0,1,0,1,0,1,110000000,59468275,NULL,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,1,3,0,9,8,0,2,0,0,0,0,0,0,0,3,1,0,0
266,15000000,en,10.271871,2002-12-16,135,Large,13060843,1,0,1,1,11,2002,12,1,16,32322910,0,2,1,1,0,0,0,0,11,8,7,15,8,6,6,0,0,0,1,1,1,100853753,134095253,250649836,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,1,2,2,0,5,7,0,2,0,0,0,1,0,0,0,1,0,0,0
267,15000000,en,15.423538,2007-09-11,148,Large,56255142,1,1,1,1,11,2007,9,1,11,-37667937,0,4,1,1,0,0,0,0,11,4,4,12,5,18,6,0,1,0,1,0,1,30411183,156822020,136159423,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,5,2,0,11,11,2,2,1,0,0,2,1,0,0,3,0,0,0
268,27000,en,10.513367,1994-09-13,92,Short,3151130,1,1,1,1,3,1994,9,1,13,-37667937,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
269,40000000,en,8.778999,2006-07-21,93,Short,23937870,1,0,1,1,6,2006,7,0,21,40981593,0,3,3,1,0,0,0,0,6,0,0,0,0,16,10,0,1,0,1,0,1,NULL,NULL,850000000,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0
270,0,en,0.498877,2007-09-07,119,Large,20,1,1,1,1,0,2007,9,1,7,-37667937,0,NULL,0,1,0,0,0,0,0,19,1,1,0,0,0,0,0,0,1,1,1,41744718,264118201,NULL,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271,21000000,en,8.425361,2011-03-25,99,Medium,72417394,1,1,1,1,2,2011,3,0,25,-7149862,0,2,1,1,0,0,0,0,2,5,5,3,2,13,5,0,0,1,1,1,0,457363168,NULL,459270619,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
272,72500000,en,6.936688,2006-08-04,116,Medium,162966177,1,1,1,1,15,2006,8,1,4,-33273015,0,2,1,1,0,0,0,0,15,16,11,16,7,1,1,0,0,0,1,1,1,285176741,325756637,NULL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0
273,12000000,en,5.845712,1990-10-05,94,Medium,46044400,1,0,1,1,4,1990,10,1,5,-28659422,0,3,1,1,0,0,0,0,4,2,2,0,0,7,6,0,0,0,1,1,1,47410000,NULL,74134790,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
274,50000000,en,12.285545,2010-06-04,87,Short,83761844,1,1,1,1,0,2010,6,0,4,74205073,0,1,1,1,0,0,0,0,0,24,8,5,5,8,7,0,1,0,1,0,1,461983149,121463226,41098065,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,0,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0
275,65000000,en,10.237996,1998-12-17,119,Large,250821495,1,1,1,1,3,1998,12,1,17,32322910,0,1,1,1,0,0,0,0,3,18,6,16,5,0,0,0,1,1,1,0,0,373554033,356830601,NULL,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,1,2,4,0,7,7,0,3,1,0,0,0,1,0,0,4,0,0,1
276,0,en,8.469808,2013-05-24,127,Large,602042,1,0,1,0,0,2013,5,0,24,21757736,0,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,NULL,1,0,NULL,0,429766,NULL,NULL,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0
277,2915739,te,0.558002,2009-01-16,132,Large,14000000,0,0,1,0,1,2009,1,0,16,-50746591,0,NULL,1,0,0,0,0,0,1,2,2,1,1,1,0,0,0,1,1,1,0,13000000,NULL,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
278,70000000,en,18.324219,1998-06-12,98,Medium,164000000,1,0,1,1,2,1998,6,0,12,74205073,0,4,1,1,0,0,0,0,2,23,3,4,4,0,0,0,1,0,1,0,1,474171806,125586134,NULL,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3,10,2,1,0,6,1,3,1,0,0,0,1,1,0,0,1,0,0,0
279,0,en,2.523707,2016-09-23,102,Medium,23020,1,0,1,1,6,2016,9,1,23,-37667937,0,3,1,1,0,0,0,0,6,5,5,3,0,2,2,0,0,0,1,1,0,76586316,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
280,65000000,en,13.455112,2004-08-04,120,Large,217764291,1,0,1,1,13,2004,8,1,4,-33273015,0,4,1,1,0,0,1,0,13,23,4,3,2,10,3,0,0,1,1,1,0,358372926,100230832,8026971,7,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,11,33,15,3,14,5,23,14,9,1,0,0,2,0,0,1,1,6,0,0,0
281,0,en,2.584025,1999-10-22,91,Short,10,1,0,1,1,6,1999,10,1,22,-28659422,0,1,1,1,0,0,0,0,6,7,3,3,3,12,4,0,1,0,1,0,1,54215416,121214377,212385533,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,8,4,2,5,2,4,7,6,1,0,0,0,1,0,0,0,2,0,0,0
282,30000000,en,14.811958,2012-04-12,95,Medium,66486080,1,1,1,1,8,2012,4,0,12,-28405871,0,2,1,1,0,0,0,1,8,2,2,3,3,0,0,1,0,1,0,1,0,163403799,46488,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,7,15,7,2,5,0,8,12,4,2,0,0,2,1,0,1,0,5,1,0,0
283,12000000,en,1.575026,1998-10-30,100,Medium,12902790,1,0,1,0,4,1998,10,1,30,-28659422,0,2,1,1,0,0,0,0,4,5,1,18,9,5,3,1,0,1,0,1,0,116700000,280000000,NULL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,4,1,0,1,0,0,0,0,0,1,0,2,0,0,0
284,19000000,fr,4.249948,2008-01-19,130,Large,23550000,0,0,1,0,12,2008,1,0,19,-50746591,0,7,1,0,1,0,0,0,12,11,6,3,2,0,0,1,0,0,0,1,1,152500343,23727301,NULL,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
285,7000000,en,7.45279,2012-09-20,109,Medium,48126384,1,0,1,1,7,2012,9,1,20,-37667937,0,7,1,1,0,0,1,0,7,13,4,15,8,1,1,0,0,1,1,1,0,147332697,202466756,73762516,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,4,9,7,1,6,1,15,14,2,1,1,0,0,1,0,1,0,2,0,0,0
286,25000000,en,3.596317,1996-03-01,95,Medium,1614266,1,0,1,1,4,1996,3,0,1,-7149862,0,5,3,1,0,0,0,0,4,18,7,1,1,10,9,0,0,1,1,1,0,89460381,NULL,1044824,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,3,1,1,0,15,1,0,3,0,0,0,1,0,0,0,3,0,0,0
287,9000000,en,28.920839,2016-11-15,117,Medium,276921998,1,1,1,1,12,2016,11,0,15,31944703,0,3,1,1,0,0,0,0,12,18,8,2,2,4,0,0,1,1,1,0,0,748806957,NULL,163403799,9,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,9,9,9,5,4,2,16,10,5,2,1,0,0,0,0,0,0,2,1,0,0
288,0,en,4.322726,1994-10-14,113,Medium,6841570,1,0,1,1,8,1994,10,1,14,-28659422,0,1,1,1,0,0,0,0,8,2,2,1,1,4,4,1,0,0,0,1,0,56505065,NULL,227799884,5,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,1,0,1,1,1,0,6,1,0,3,2,0,0,1,0,0,0,2,0,0,2
289,24000000,en,11.269558,2003-01-31,110,Medium,23510601,1,0,1,1,6,2003,1,0,31,-50746591,0,1,1,1,0,0,0,0,6,19,3,1,1,5,5,0,0,0,1,1,1,89460381,23367586,90383208,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,1,2,0,6,4,0,2,1,0,0,1,0,2,0,3,0,0,0
290,28000000,en,13.856199,1994-03-30,87,Short,11373501,1,0,1,1,1,1994,3,0,30,-7149862,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,222300000,NULL,NULL,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0
291,6000000,en,8.990345,1994-03-09,117,Medium,254700832,1,1,1,1,17,1994,3,0,9,-7149862,0,3,1,1,0,0,0,0,17,3,2,6,4,0,0,0,1,0,1,0,1,1862805,70906973,NULL,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,4,3,0,1,2,0,0,0,0,0,0,1,0,0,0
292,16000000,en,12.153493,2007-03-09,99,Medium,5367030,1,1,1,1,7,2007,3,0,9,-7149862,0,2,1,1,0,0,0,0,7,8,4,15,8,2,2,0,0,0,1,1,1,53478166,87528173,85306374,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,10,1,0,1,0,0,0,0,0,1,0,2,0,0,0
293,65000000,en,10.543955,2014-12-25,137,Large,163442937,1,1,1,1,8,2014,12,1,25,32322910,0,3,1,1,0,0,0,1,8,6,3,8,8,9,4,0,0,0,1,1,1,337580051,87100449,400062763,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,6,9,14,3,2,0,8,13,13,5,1,0,0,1,1,0,0,3,1,0,1
294,0,pt,1.791965,1997-05-01,110,Medium,310724,0,0,1,1,7,1997,5,0,1,21757736,0,2,1,1,0,0,0,0,7,13,4,0,0,0,0,0,0,1,1,0,0,11000000,NULL,NULL,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0
295,160000000,en,26.628178,2015-11-18,137,Large,653428261,1,1,1,1,6,2015,11,0,18,31944703,1,3,2,1,0,0,0,0,6,11,10,14,6,8,7,1,0,0,0,1,1,251171807,268426634,18340000,5,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,8,13,22,2,4,4,19,6,11,4,2,0,0,3,1,0,0,2,0,0,0
296,0,ru,1.763116,2009-04-23,99,Medium,5873871,0,0,1,0,1,2009,4,0,23,-28405871,0,1,1,0,0,1,0,0,1,4,4,1,1,8,6,0,0,0,1,0,1,38135878,NULL,38862717,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
297,60000000,en,4.924078,2002-02-22,104,Medium,52322400,1,0,1,1,9,2002,2,0,22,-15309317,0,6,2,1,0,0,1,0,9,21,3,14,5,6,4,0,0,0,1,1,1,424208848,164508066,6347072,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,13,3,4,4,11,9,3,3,2,0,0,2,0,0,0,2,0,0,0
298,25000000,en,8.364587,2003-02-28,101,Medium,56489558,1,0,1,1,8,2003,2,0,28,-15309317,0,2,1,1,0,1,0,0,8,13,5,2,2,6,1,0,0,1,1,1,0,91036760,91036760,165333180,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
299,3000000,en,1.739182,1991-02-22,89,Short,9563393,1,0,1,1,0,1991,2,0,22,-15309317,0,2,1,1,1,0,0,0,0,12,1,7,4,0,0,0,0,0,1,0,1,41744718,71624879,NULL,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0
300,9000000,en,1.80809,1991-11-21,94,Medium,26055,1,0,1,1,0,1991,11,0,21,31944703,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,174999005,NULL,NULL,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,11000000,en,15.750026,1990-01-19,96,Medium,48572000,1,0,1,1,12,1990,1,0,19,-50746591,0,2,1,1,0,0,0,0,12,6,3,4,3,0,0,0,0,1,1,1,0,141000000,27900000,NULL,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,3,0,3,10,0,2,1,0,0,1,0,0,0,1,1,0,0
302,225000,en,1.533379,1933-10-06,87,Short,2850000,1,0,1,1,1,1933,10,1,6,-28659422,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,0,en,2.36594,2005-09-13,105,Medium,2945242,1,0,1,0,4,2005,9,1,13,-37667937,0,1,1,1,0,1,0,0,4,10,3,20,6,8,4,0,1,1,1,0,0,157387195,170128460,135000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
304,0,en,5.385108,1993-06-04,107,Medium,22886222,1,0,1,1,0,1993,6,0,4,74205073,0,1,1,1,0,0,0,0,0,8,3,5,5,3,1,1,0,1,0,0,0,152368585,8125592,NULL,10,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
305,0,en,7.362552,1988-01-22,101,Medium,6193901,1,0,1,1,4,1988,1,0,22,-50746591,0,2,1,1,0,0,0,0,4,11,4,0,0,0,0,0,0,0,1,1,0,22812411,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0
306,100000000,en,14.922399,2002-12-14,167,Large,193772504,1,1,1,1,12,2002,12,1,14,32322910,0,3,2,1,0,0,0,0,12,9,2,7,0,15,11,0,0,1,1,1,0,18552460,77737889,358372926,12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,5,2,1,2,1,0,17,5,0,3,0,0,0,0,0,1,0,2,1,0,0
307,100000000,en,12.36223,2009-10-16,101,Medium,100086793,1,1,1,1,6,2009,10,1,16,-28659422,0,5,1,1,0,0,0,0,6,1,1,19,8,1,0,0,1,1,0,0,0,NULL,109449237,25605015,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0
308,108000000,en,19.94393,2016-12-25,129,Large,22678555,1,1,1,1,9,2016,12,1,25,32322910,0,3,1,1,0,0,1,0,9,36,7,15,7,36,12,0,1,0,1,0,1,369330363,758539785,347434178,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,1,1,1,0,9,1,0,2,2,0,1,1,0,0,0,3,0,0,0
309,30000000,en,4.902869,2004-06-15,104,Medium,21800302,1,0,1,1,2,2004,6,0,15,74205073,0,1,1,1,0,0,0,0,2,8,3,13,3,3,0,0,1,0,1,0,1,28215918,171120329,103891409,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,10,1,0,5,1,0,0,0,0,0,0,2,0,0,0
310,26000000,en,7.867999,2003-08-03,97,Medium,110230332,1,0,1,1,16,2003,8,1,3,-33273015,0,3,1,1,0,0,0,0,16,16,5,0,0,5,0,1,1,0,0,0,1,37664855,NULL,35114428,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,2,2,0,2,11,0,3,2,0,0,1,1,0,0,1,0,0,2
311,15000000,en,10.445867,2009-03-25,96,Medium,8459458,1,0,1,1,6,2009,3,0,25,-7149862,0,3,3,1,0,0,0,0,6,29,7,32,8,2,2,1,0,1,0,1,0,351692268,748806957,129042871,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,15,3,0,2,0,0,0,1,0,1,0,2,0,0,2
312,9500000,fr,8.59498,2012-05-18,168,Large,12250,0,1,1,0,10,2012,5,0,18,21757736,0,1,2,1,1,0,0,0,10,2,1,0,0,2,0,0,1,1,1,0,0,NULL,NULL,17808,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
313,16000000,en,1.758079,2004-09-03,97,Medium,12,1,0,1,1,1,2004,9,1,3,-37667937,0,1,1,1,0,0,0,0,1,1,1,3,2,6,0,0,0,1,1,1,0,207283925,129042871,48093211,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,en,5.339888,2001-02-10,89,Short,6297,1,0,1,0,0,2001,2,0,10,-15309317,0,NULL,3,1,0,0,0,0,0,0,0,7,5,0,0,NULL,0,NULL,NULL,1,NULL,NULL,88545092,NULL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,175000000,en,19.148182,2017-06-15,109,Medium,350170057,1,1,1,1,2,2017,6,0,15,74205073,0,2,1,1,0,0,0,0,2,40,9,0,0,26,4,0,1,0,1,0,1,559852396,NULL,356296601,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,4,4,1,11,0,0,0,0,0,0,0,1,0,0,0
316,55000000,en,11.672394,2008-01-30,141,Large,113020255,1,1,1,1,15,2008,1,0,30,-50746591,0,3,1,1,0,0,0,0,15,17,8,1,0,21,5,1,0,0,0,1,1,151493655,165615285,176997168,21,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,3,2,3,0,10,3,2,1,0,0,0,1,0,0,0,1,0,0,0
